all_joint_vertical_range,arm_motion_range,duration_sec,file,fps,frames,mean_joint_acceleration,mean_joint_jerk,mean_joint_velocity,model,prompt_index,root_height_mean,root_path_length,root_rotation_amount,root_speed_mean,root_vertical_range
1.5864133780575695,2.8241553403568105,2.3999040000000003,outputs\baseline\project_prompts\evaluate_gpt0.bvh,120.00480019200768,288.0,9.369430702226778,958.2818907548609,1.306378149041487,baseline,0,0.8625654305555557,2.7831414028287877,108.847872,1.1637293656884062,0.104931
1.5839000787304087,2.616268724287822,6.199752,outputs\finetune_lora_humanml_selected_200_topk_samples\evaluate_lora0.bvh,120.00480019200768,744.0,5.403363567143328,550.6044269259199,0.6132630005497505,lora,0,0.900155818548387,3.3949169782524375,132.34384899999998,0.5483261556441968,0.05427099999999996
1.5825766159235812,2.8130267573112935,9.399624,outputs\baseline\project_prompts\evaluate_gpt1.bvh,120.00480019200768,1128.0,1.6773763579201681,168.05588471222947,0.1995574142232282,baseline,1,0.9017504441489361,1.470450985941576,266.00159199999996,0.1565760219698842,0.04627099999999995
1.5826873261623207,2.9236179401917077,6.599736,outputs\finetune_lora_humanml_selected_200_topk_samples\evaluate_lora1.bvh,120.00480019200768,792.0,4.756177429523983,466.6537803627898,0.49611915045997695,lora,1,0.9091003333333334,2.3676303852880136,287.9059099999999,0.35919976146019494,0.05840299999999998
1.5763259983926992,3.3806547721981435,9.799608000000001,outputs\baseline\project_prompts\evaluate_gpt2.bvh,120.00480019200768,1176.0,4.1053501832551555,428.0966682374835,0.3117094568626087,baseline,2,0.7185645782312925,2.4213285270485194,226.988713,0.24729450730865182,0.354873
1.577385795545934,3.198542195332498,9.799608000000001,outputs\finetune_lora_humanml_selected_200_topk_samples\evaluate_lora2.bvh,120.00480019200768,1176.0,3.795737047568544,405.30287495291196,0.2801003120838922,lora,2,0.7224771420068026,1.9639818203843304,286.13691300000005,0.20058489015826136,0.35153899999999993
2.048896358788306,4.026313346217249,3.599856,outputs\baseline\project_prompts\evaluate_gpt3.bvh,120.00480019200768,432.0,8.644344033715733,728.3403425723639,0.7716521706699991,baseline,3,0.8870591875,1.0526899038052457,95.901008,0.29310404076633945,0.543908
2.1857927551500134,3.811337588890441,2.799888,outputs\finetune_lora_humanml_selected_200_topk_samples\evaluate_lora3.bvh,120.00480019200768,336.0,13.614981370802173,1221.9454755115323,1.100712169139727,lora,3,0.8441331130952382,1.1029693312139657,47.16967699999999,0.3951092961499829,0.613847
1.5855127902030062,3.0575361807888024,5.199792,outputs\baseline\project_prompts\evaluate_gpt4.bvh,120.00480019200768,624.0,7.963582236057096,812.6378643243735,0.97542620510221,baseline,4,0.8819107131410256,4.409830063248285,296.246804,0.8494394472244287,0.105402
1.5855127902030062,3.0575361807888024,5.199792,outputs\finetune_lora_humanml_selected_200_topk_samples\evaluate_lora4.bvh,120.00480019200768,624.0,7.963582236057096,812.6378643243735,0.97542620510221,lora,4,0.8819107131410256,4.409830063248285,296.246804,0.8494394472244287,0.105402
1.588556296028559,2.2253581511142313,8.199672,outputs\baseline\project_prompts\evaluate_gpt5.bvh,120.00480019200768,984.0,1.8737813324919173,190.84259876565972,0.26518810642465424,baseline,5,0.9121784786585366,2.0208255855092525,48.704906,0.24670271679749214,0.03797499999999998
1.5875725772304339,2.2325894377227558,8.199672,outputs\finetune_lora_humanml_selected_200_topk_samples\evaluate_lora5.bvh,120.00480019200768,984.0,1.8603593510123244,188.37512454757263,0.26533126176839933,lora,5,0.912243593495935,2.0231480253204106,47.52895600000001,0.24698624062810856,0.0383119999999999
1.7949561659074889,4.009306582276267,8.399664,outputs\baseline\project_prompts\evaluate_gpt6.bvh,120.00480019200768,1008.0,5.791286076514404,573.1027931675259,0.5436428181867842,baseline,6,0.9157961140873015,1.857169300272996,238.122022,0.2213199908659301,0.08709
1.840337349887651,3.6774421235148242,4.199832,outputs\finetune_lora_humanml_selected_200_topk_samples\evaluate_lora6.bvh,120.00480019200768,504.0,8.28752455112772,848.0412385742378,0.6355718065371778,lora,6,0.8985128353174603,1.3799126027193762,243.91156500000002,0.3292169705204216,0.10080299999999998
1.5796675400194997,2.5968817095641565,5.199792,outputs\baseline\project_prompts\evaluate_gpt7.bvh,120.00480019200768,624.0,2.8957391844552944,296.81593994667577,0.21066240614648743,baseline,7,0.8608325592948719,0.7115018129615059,69.58566400000001,0.1370523802579402,0.09574399999999994
1.5776588374220402,2.628700530700976,5.199792,outputs\finetune_lora_humanml_selected_200_topk_samples\evaluate_lora7.bvh,120.00480019200768,624.0,2.745583428317069,270.96782026753425,0.21059012269645314,lora,7,0.8519784358974359,0.6426334009176166,76.94197299999999,0.12378666592909944,0.13233499999999998
1.8149835467351607,2.565785554539639,3.199872,outputs\baseline\project_prompts\evaluate_gpt8.bvh,120.00480019200768,384.0,12.609918019193874,1085.3420368739696,0.8097608793293497,baseline,8,0.9367279192708334,0.4838661293407437,54.87338799999999,0.15160902916766603,0.40308599999999994
1.8737366902582275,2.857129330803078,2.599896,outputs\finetune_lora_humanml_selected_200_topk_samples\evaluate_lora8.bvh,120.00480019200768,312.0,12.093153750549854,1130.1454535833134,0.6969268310623948,lora,8,0.946559689102564,0.3862514941092753,39.481156,0.14904190795642447,0.41282700000000006
1.5953498073603438,3.0412274764747793,6.599736,outputs\baseline\project_prompts\evaluate_gpt9.bvh,120.00480019200768,792.0,5.559245150784454,606.3286968549302,0.6141913171582913,baseline,9,0.9149150972222222,3.1824150779585128,352.7830650000001,0.48281300323444226,0.08533000000000002
1.59198159455053,2.992421247618313,7.199712,outputs\finetune_lora_humanml_selected_200_topk_samples\evaluate_lora9.bvh,120.00480019200768,864.0,5.364620766998851,583.3404082746771,0.6205878264891392,lora,9,0.9029517627314816,3.811617092421522,241.89400299999997,0.5300258952311541,0.052683000000000035
