all_joint_vertical_range_baseline,all_joint_vertical_range_lora,all_joint_vertical_range_lora_minus_baseline,arm_motion_range_baseline,arm_motion_range_lora,arm_motion_range_lora_minus_baseline,duration_sec_baseline,duration_sec_lora,duration_sec_lora_minus_baseline,fps_baseline,fps_lora,fps_lora_minus_baseline,frames_baseline,frames_lora,frames_lora_minus_baseline,mean_joint_acceleration_baseline,mean_joint_acceleration_lora,mean_joint_acceleration_lora_minus_baseline,mean_joint_jerk_baseline,mean_joint_jerk_lora,mean_joint_jerk_lora_minus_baseline,mean_joint_velocity_baseline,mean_joint_velocity_lora,mean_joint_velocity_lora_minus_baseline,prompt_index,root_height_mean_baseline,root_height_mean_lora,root_height_mean_lora_minus_baseline,root_path_length_baseline,root_path_length_lora,root_path_length_lora_minus_baseline,root_rotation_amount_baseline,root_rotation_amount_lora,root_rotation_amount_lora_minus_baseline,root_speed_mean_baseline,root_speed_mean_lora,root_speed_mean_lora_minus_baseline,root_vertical_range_baseline,root_vertical_range_lora,root_vertical_range_lora_minus_baseline
1.5864133780575695,1.58932945891534,0.002916080857770398,2.8241553403568105,2.791471897138277,-0.03268344321853345,2.3999040000000003,2.3999040000000003,0.0,120.00480019200768,120.00480019200768,0.0,288.0,288.0,0.0,9.369430702226778,9.185902417553928,-0.18352828467284965,958.2818907548609,911.1916188375538,-47.090271917307064,1.306378149041487,1.3008807931013449,-0.005497355940142112,0,0.8625654305555557,0.8631673194444445,0.0006018888888887908,2.7831414028287877,2.7563090162122674,-0.02683238661652032,108.847872,103.164159,-5.683712999999997,1.1637293656884062,1.1525098005504615,-0.011219565137944754,0.104931,0.10660100000000006,0.0016700000000000603
1.5825766159235812,1.5838233893240012,0.0012467734004200093,2.8130267573112935,2.8271744480724017,0.014147690761108223,9.399624,9.399624,0.0,120.00480019200768,120.00480019200768,0.0,1128.0,1128.0,0.0,1.6773763579201681,1.746234648902861,0.06885829098269292,168.05588471222947,178.32313776835977,10.2672530561303,0.1995574142232282,0.19561173339432145,-0.003945680828906756,1,0.9017504441489361,0.9012694734042553,-0.0004809707446807865,1.470450985941576,1.4134362439561636,-0.05701474198541234,266.00159199999996,261.900887,-4.100704999999948,0.1565760219698842,0.15050499914827084,-0.00607102282161337,0.04627099999999995,0.047514999999999974,0.0012440000000000229
1.5763259983926992,1.5770979897401514,0.0007719913474522055,3.3806547721981435,3.2278197992017685,-0.15283497299637494,9.799608000000001,9.799608000000001,0.0,120.00480019200768,120.00480019200768,0.0,1176.0,1176.0,0.0,4.1053501832551555,4.445009666911082,0.33965948365592613,428.0966682374835,477.52022278627726,49.42355454879373,0.3117094568626087,0.3340121320599404,0.0223026751973317,2,0.7185645782312925,0.7194158316326531,0.0008512534013606077,2.4213285270485194,2.5426386476597296,0.12131012061121016,226.988713,172.497622,-54.49109099999998,0.24729450730865182,0.25968412159394244,0.012389614285290618,0.354873,0.36171999999999993,0.0068469999999999365
2.048896358788306,2.0499833123442364,0.001086953555930581,4.026313346217249,4.013977926730899,-0.012335419486349863,3.599856,3.599856,0.0,120.00480019200768,120.00480019200768,0.0,432.0,432.0,0.0,8.644344033715733,8.63482208678295,-0.0095219469327823,728.3403425723639,725.2170536300001,-3.123288942363729,0.7716521706699991,0.7722817248462281,0.000629554176229008,3,0.8870591875,0.8871736782407408,0.00011449074074076915,1.0526899038052457,1.0343041067693395,-0.01838579703590626,95.901008,94.26593099999997,-1.635077000000038,0.29310404076633945,0.2879848205815025,-0.005119220184836959,0.543908,0.5427960000000001,-0.0011119999999998909
1.5855127902030062,1.5805977713772854,-0.004915018825720763,3.0575361807888024,2.878614893516124,-0.17892128727267842,5.199792,9.799608000000001,4.599816000000001,120.00480019200768,120.00480019200768,0.0,624.0,1176.0,552.0,7.963582236057096,15.957961541960122,7.994379305903026,812.6378643243735,1508.6907224927907,696.0528581684172,0.97542620510221,1.742378669876574,0.766952464774364,4,0.8819107131410256,0.8395822210884354,-0.04232849205259026,4.409830063248285,15.020033812829102,10.610203749580815,296.246804,758.222352,461.975548,0.8494394472244287,1.5340222609240473,0.6845828136996186,0.105402,0.16536099999999998,0.059958999999999985
1.588556296028559,1.5878065522525917,-0.0007497437759673709,2.2253581511142313,2.2171442863879953,-0.008213864726235975,8.199672,8.199672,0.0,120.00480019200768,120.00480019200768,0.0,984.0,984.0,0.0,1.8737813324919173,1.809638368593331,-0.0641429638985862,190.84259876565972,185.13479908444967,-5.707799681210048,0.26518810642465424,0.2594795252084535,-0.005708581216200714,5,0.9121784786585366,0.912256281504065,7.780284552838523e-05,2.0208255855092525,1.9827773917771254,-0.03804819373212709,48.704906,49.15129199999999,0.44638599999998974,0.24670271679749214,0.2420577871062503,-0.004644929691241834,0.03797499999999998,0.031725,-0.006249999999999978
1.7949561659074889,1.7116093516705857,-0.08334681423690316,4.009306582276267,3.9772678902867664,-0.03203869198950038,8.399664,9.199632,0.7999679999999998,120.00480019200768,120.00480019200768,0.0,1008.0,1104.0,96.0,5.791286076514404,4.631942074958354,-1.1593440015560503,573.1027931675259,466.2288728094085,-106.8739203581174,0.5436428181867842,0.4165869528368611,-0.12705586534992308,6,0.9157961140873015,0.9222042463768115,0.006408132289509982,1.857169300272996,1.5110503633428047,-0.34611893693019136,238.122022,346.172425,108.05040299999999,0.2213199908659301,0.16440008788124558,-0.05691990298468452,0.08709,0.09782100000000005,0.010731000000000046
1.5796675400194997,1.5757761778311221,-0.0038913621883776006,2.5968817095641565,3.2109831396562973,0.6141014300921408,5.199792,9.799608000000001,4.599816000000001,120.00480019200768,120.00480019200768,0.0,624.0,1176.0,552.0,2.8957391844552944,3.03878310464744,0.14304392019214562,296.81593994667577,305.303267169252,8.487327222576255,0.21066240614648743,0.2605712732828596,0.04990886713637219,7,0.8608325592948719,0.8673989506802722,0.006566391385400272,0.7115018129615059,1.7283226932639533,1.0168208803024474,69.58566400000001,185.296983,115.711319,0.1370523802579402,0.17651661231698154,0.03946423205904134,0.09574399999999994,0.13949699999999998,0.04375300000000004
1.8149835467351607,1.7475610466653781,-0.06742250006978256,2.565785554539639,2.4168969084342584,-0.14888864610538066,3.199872,3.99984,0.7999679999999998,120.00480019200768,120.00480019200768,0.0,384.0,480.0,96.0,12.609918019193874,7.4858352783069675,-5.124082740886906,1085.3420368739696,664.3644885417151,-420.9775483322545,0.8097608793293497,0.4799134075754531,-0.3298474717538966,8,0.9367279192708334,0.9035769166666666,-0.03315100260416681,0.4838661293407437,0.6527740940268789,0.16890796468613523,54.87338799999999,39.957931,-14.91545699999999,0.15160902916766603,0.16354076142842264,0.011931732260756611,0.40308599999999994,0.34686300000000003,-0.05622299999999991
1.5953498073603438,1.5901179922876447,-0.0052318150726990975,3.0412274764747793,3.248836872588398,0.2076093961136185,6.599736,9.799608000000001,3.199872000000001,120.00480019200768,120.00480019200768,0.0,792.0,1176.0,384.0,5.559245150784454,5.945377389704715,0.3861322389202613,606.3286968549302,617.014493475814,10.68579662088382,0.6141913171582913,0.7987241577946333,0.184532840636342,9,0.9149150972222222,0.8908235629251701,-0.02409153429705213,3.1824150779585128,6.686568543668866,3.504153465710353,352.7830650000001,544.8025299999999,192.01946499999985,0.48281300323444226,0.6829109123856562,0.2000979091512139,0.08533000000000002,0.09063700000000008,0.005307000000000062
