all_joint_vertical_range_baseline,all_joint_vertical_range_lora,all_joint_vertical_range_lora_minus_baseline,arm_motion_range_baseline,arm_motion_range_lora,arm_motion_range_lora_minus_baseline,duration_sec_baseline,duration_sec_lora,duration_sec_lora_minus_baseline,fps_baseline,fps_lora,fps_lora_minus_baseline,frames_baseline,frames_lora,frames_lora_minus_baseline,mean_joint_acceleration_baseline,mean_joint_acceleration_lora,mean_joint_acceleration_lora_minus_baseline,mean_joint_jerk_baseline,mean_joint_jerk_lora,mean_joint_jerk_lora_minus_baseline,mean_joint_velocity_baseline,mean_joint_velocity_lora,mean_joint_velocity_lora_minus_baseline,prompt_index,root_height_mean_baseline,root_height_mean_lora,root_height_mean_lora_minus_baseline,root_path_length_baseline,root_path_length_lora,root_path_length_lora_minus_baseline,root_rotation_amount_baseline,root_rotation_amount_lora,root_rotation_amount_lora_minus_baseline,root_speed_mean_baseline,root_speed_mean_lora,root_speed_mean_lora_minus_baseline,root_vertical_range_baseline,root_vertical_range_lora,root_vertical_range_lora_minus_baseline
1.5864133780575695,1.5847195822154958,-0.001693795842073742,2.8241553403568105,2.527613352727591,-0.2965419876292197,2.3999040000000003,5.399784,2.99988,120.00480019200768,120.00480019200768,0.0,288.0,648.0,360.0,9.369430702226778,3.5217898551644304,-5.8476408470623475,958.2818907548609,367.7606292541094,-590.5212615007515,1.306378149041487,0.5344014432810795,-0.7719767057604074,0,0.8625654305555557,0.9090957777777778,0.04653034722222216,2.7831414028287877,2.6155000652618945,-0.16764133756689326,108.847872,65.748679,-43.099193,1.1637293656884062,0.48511988057795474,-0.6786094851104515,0.104931,0.04755199999999993,-0.05737900000000007
1.5825766159235812,1.5826709097392575,9.429381567627182e-05,2.8130267573112935,2.833833368722701,0.020806611411407605,9.399624,9.399624,0.0,120.00480019200768,120.00480019200768,0.0,1128.0,1128.0,0.0,1.6773763579201681,1.7060738801439577,0.028697522223789518,168.05588471222947,177.73275589679918,9.676871184569706,0.1995574142232282,0.19387593690211047,-0.005681477321117734,1,0.9017504441489361,0.9009100177304964,-0.0008404264184397325,1.470450985941576,1.403884375672123,-0.06656661026945287,266.00159199999996,261.88871300000005,-4.112878999999907,0.1565760219698842,0.14948790061687187,-0.007088121353012344,0.04627099999999995,0.04644300000000001,0.000172000000000061
1.5763259983926992,1.5782259094584978,0.0018999110657986762,3.3806547721981435,3.2550589967271755,-0.125595775470968,9.799608000000001,9.799608000000001,0.0,120.00480019200768,120.00480019200768,0.0,1176.0,1176.0,0.0,4.1053501832551555,4.809254141500601,0.7039039582454452,428.0966682374835,508.5797223516859,80.48305411420239,0.3117094568626087,0.3888021134906172,0.07709265662800852,2,0.7185645782312925,0.7144014115646259,-0.004163166666666607,2.4213285270485194,3.013244821637783,0.5919162945892635,226.988713,259.926935,32.938222000000025,0.24729450730865182,0.3077479512768033,0.0604534439681515,0.354873,0.37240299999999993,0.017529999999999935
2.048896358788306,1.6760293387191885,-0.3728670200691173,4.026313346217249,2.3803582809951616,-1.6459550652220871,3.599856,4.599816,0.9999599999999997,120.00480019200768,120.00480019200768,0.0,432.0,552.0,120.0,8.644344033715733,4.174576439904551,-4.469767593811182,728.3403425723639,394.8151204205395,-333.5252221518244,0.7716521706699991,0.33390562566105497,-0.43774654500894417,3,0.8870591875,0.9078494474637681,0.020790259963768043,1.0526899038052457,0.9773728568345122,-0.07531704697073349,95.901008,20.827514,-75.07349400000001,0.29310404076633945,0.2128664871098319,-0.08023755365650756,0.543908,0.26007800000000014,-0.2838299999999998
1.5855127902030062,1.5879261775840416,0.00241338738103547,3.0575361807888024,2.9938592039846137,-0.06367697680418871,5.199792,9.799608000000001,4.599816000000001,120.00480019200768,120.00480019200768,0.0,624.0,1176.0,552.0,7.963582236057096,12.89451720897518,4.9309349729180845,812.6378643243735,1250.37293680604,437.7350724816664,0.97542620510221,1.5378006113457336,0.5623744062435236,4,0.8819107131410256,0.8841362134353744,0.002225500294348759,4.409830063248285,13.252770350894753,8.842940287646467,296.246804,659.262514,363.01571,0.8494394472244287,1.3535285599571816,0.5040891127327529,0.105402,0.10625499999999999,0.0008529999999999927
1.588556296028559,1.5875725772304339,-0.0009837187981251994,2.2253581511142313,2.2325894377227558,0.0072312866085244565,8.199672,8.199672,0.0,120.00480019200768,120.00480019200768,0.0,984.0,984.0,0.0,1.8737813324919173,1.8603593510123244,-0.013421981479592837,190.84259876565972,188.37512454757263,-2.4674742180870908,0.26518810642465424,0.26533126176839933,0.00014315534374509387,5,0.9121784786585366,0.912243593495935,6.511483739835011e-05,2.0208255855092525,2.0231480253204106,0.0023224398111580946,48.704906,47.52895600000001,-1.1759499999999932,0.24670271679749214,0.24698624062810856,0.00028352383061641673,0.03797499999999998,0.0383119999999999,0.0003369999999999207
1.7949561659074889,1.7189335491896416,-0.07602261671784727,4.009306582276267,3.92779796358343,-0.08150861869283688,8.399664,9.199632,0.7999679999999998,120.00480019200768,120.00480019200768,0.0,1008.0,1104.0,96.0,5.791286076514404,6.293376364833982,0.5020902883195779,573.1027931675259,643.3546989219311,70.25190575440524,0.5436428181867842,0.4872061315670205,-0.0564366866197637,6,0.9157961140873015,0.9240166422101449,0.008220528122843351,1.857169300272996,2.129354331212653,0.27218503093965696,238.122022,379.08196999999996,140.95994799999997,0.2213199908659301,0.2316706627879969,0.01035067192206679,0.08709,0.11790999999999996,0.03081999999999996
1.5796675400194997,1.574159002071967,-0.00550853794753281,2.5968817095641565,2.982509483627254,0.38562777406309756,5.199792,3.799848,-1.3999440000000005,120.00480019200768,120.00480019200768,0.0,624.0,456.0,-168.0,2.8957391844552944,3.0826975499417597,0.18695836548646527,296.81593994667577,291.7478623470948,-5.068077599580988,0.21066240614648743,0.3020518525508843,0.09138944640439686,7,0.8608325592948719,0.8776585307017544,0.016825971406882467,0.7115018129615059,0.7862075221062459,0.07470570914473995,69.58566400000001,92.37391699999996,22.788252999999955,0.1370523802579402,0.20735972879079895,0.07030734853285875,0.09574399999999994,0.113815,0.01807100000000006
1.8149835467351607,1.8870858920357425,0.0721023453005818,2.565785554539639,3.3538342618408565,0.7880487073012175,3.199872,2.799888,-0.3999839999999999,120.00480019200768,120.00480019200768,0.0,384.0,336.0,-48.0,12.609918019193874,10.82775041703241,-1.7821676021614632,1085.3420368739696,980.4869889549218,-104.85504791904782,0.8097608793293497,0.7087582983679315,-0.10100258096141823,8,0.9367279192708334,0.8486290505952381,-0.08809886867559535,0.4838661293407437,0.5848255717792703,0.10095944243852661,54.87338799999999,58.78831299999999,3.9149249999999967,0.15160902916766603,0.20949813698074024,0.057889107813074214,0.40308599999999994,0.573941,0.1708550000000001
1.5953498073603438,1.5897268901411061,-0.005622917219237689,3.0412274764747793,3.0499218139837136,0.008694337508934336,6.599736,9.799608000000001,3.199872000000001,120.00480019200768,120.00480019200768,0.0,792.0,1176.0,384.0,5.559245150784454,5.897556043037755,0.33831089225330135,606.3286968549302,627.4764205157272,21.147723660797055,0.6141913171582913,0.6776902143633134,0.06349889720502211,9,0.9149150972222222,0.8980182976190474,-0.016896799603174806,3.1824150779585128,5.532103729250164,2.349688651291651,352.7830650000001,396.9851530000001,44.202088,0.48281300323444226,0.565003406527767,0.08219040329332478,0.08533000000000002,0.08214899999999992,-0.0031810000000001004
